key,class_id,weapon_id,level,scenario,scenario_label,playable,attack_mode,archetype,axis,final_mechanic,playstyle,strengths,weaknesses,stat_delta,solo_dpm,crowd_10_total_dpm,crowd_10_per_target_dpm,hp,defense,dodge,absorb_flat,conditional_shield_capacity,regeneration_per_second,lifesteal_per_second,mitigation,ehp,ttd_seconds,conditional_defense_factor,pickup_radius,move_speed,healing_multiplier,xp_multiplier,money_multiplier,start_gold,ult_start_charge,death_save,solo_delta_abs,solo_delta_pct,crowd_delta_abs,crowd_delta_pct,ehp_delta_abs,ehp_delta_pct,ttd_delta_abs,ttd_delta_pct,atlas_delta,measurement_method,runs,solo_variance_dpm2,crowd_variance_dpm2
"elementalist|elementalist_prism_focus|20|class_atlas50","elementalist","elementalist_prism_focus","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","prism_rift","beam","crowd","prism_intersection_rift","full-map crossing rift geometry","compact-pack throughput; full-map crossing rift geometry","Compact-pack strength does not imply equal boss pressure.","{""agility"":13.0,""intelligence"":6.0}","16891.36","84948.08","8494.81","34.8","0.0894","0.1489","0.43","0.0","0.15","0.0","0.2588","46.95","3.98","1.0","214.0","380.95","0.979","1.058","1.352","50.0","1.0","true","5557.36","49.03","45677.48","116.31","0.0","0.0","2.46","161.84","pickup_radius +60.00; ttd_seconds +2.46; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"elementalist|elementalist_meteor_core|20|class_atlas50","elementalist","elementalist_meteor_core","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","meteor_shards","projectile","aoe","meteor_shard_recall","long setup impact, shards and burning crater","area coverage; long setup impact, shards and burning crater","Compact-pack strength does not imply equal boss pressure.","{""agility"":13.0,""intelligence"":6.0}","11884.86","67108.83","6710.88","34.8","0.0894","0.1489","0.43","0.0","0.15","0.0","0.2588","46.95","3.98","1.0","214.0","380.95","0.979","1.058","1.352","50.0","1.0","true","3520.86","42.1","36940.83","122.45","0.0","0.0","2.46","161.84","pickup_radius +60.00; ttd_seconds +2.46; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"elementalist|elementalist_orb_ring|20|class_atlas59_upper","elementalist","elementalist_orb_ring","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","elemental_orbit","aoe","aoe","orb_four_element_resonance","four-step orbit cycle around a risky caster","area coverage; four-step orbit cycle around a risky caster","Compact-pack strength does not imply equal boss pressure.","{""agility"":13.0,""intelligence"":6.0}","14715.31","90166.35","9016.64","34.8","0.0894","0.1489","0.43","0.0","0.15","0.0","0.2588","46.95","3.98","1.0","214.0","380.95","0.979","1.058","1.352","150.0","1.0","true","6413.11","77.25","57820.35","178.76","0.0","0.0","2.46","161.84","pickup_radius +60.00; ttd_seconds +2.46; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"elementalist|elementalist_prism_focus|20|class_atlas59_upper","elementalist","elementalist_prism_focus","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","prism_rift","beam","crowd","prism_intersection_rift","full-map crossing rift geometry","compact-pack throughput; full-map crossing rift geometry","Compact-pack strength does not imply equal boss pressure.","{""agility"":13.0,""intelligence"":6.0}","16891.36","84948.08","8494.81","34.8","0.0894","0.1489","0.43","0.0","0.15","0.0","0.2588","46.95","3.98","1.0","214.0","380.95","0.979","1.058","1.352","150.0","1.0","true","5557.36","49.03","45677.48","116.31","0.0","0.0","2.46","161.84","pickup_radius +60.00; ttd_seconds +2.46; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"elementalist|elementalist_meteor_core|20|class_atlas59_upper","elementalist","elementalist_meteor_core","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","meteor_shards","projectile","aoe","meteor_shard_recall","long setup impact, shards and burning crater","area coverage; long setup impact, shards and burning crater","Compact-pack strength does not imply equal boss pressure.","{""agility"":13.0,""intelligence"":6.0}","11884.86","67108.83","6710.88","34.8","0.0894","0.1489","0.43","0.0","0.15","0.0","0.2588","46.95","3.98","1.0","214.0","380.95","0.979","1.058","1.352","150.0","1.0","true","3520.86","42.1","36940.83","122.45","0.0","0.0","2.46","161.84","pickup_radius +60.00; ttd_seconds +2.46; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_deadeye_rifle|1|no_meta","sniper","sniper_deadeye_rifle","1.0","no_meta","No meta control","true","sniper_lockshot","projectile","solo","deadeye_weakpoint_cycle","telegraphed durable-target lockshot","durable-target pressure; telegraphed durable-target lockshot","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","5199.0","9915.6","991.56","76.4","0.1521","0.0897","1.01","0.0","0.08","0.0","0.3069","110.24","3.56","1.0","175.0","331.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_spotter_scope|1|no_meta","sniper","sniper_spotter_scope","1.0","no_meta","No meta control","true","sniper_kill_zone","projectile","solo","spotter_highest_hp_priority","persistent priority kill-zone and precision beams","durable-target pressure; persistent priority kill-zone and precision beams","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","5151.6","10675.8","1067.58","76.4","0.1521","0.0897","1.01","0.0","0.08","0.0","0.3069","110.24","3.56","1.0","175.0","331.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_shatter_rounds|1|no_meta","sniper","sniper_shatter_rounds","1.0","no_meta","No meta control","true","sniper_split_round","projectile","crowd","shatter_extra_pierce_falloff","deterministic split trajectories and pierce","compact-pack throughput; deterministic split trajectories and pierce","Compact-pack strength does not imply equal boss pressure.","{}","5208.0","10860.0","1086.0","76.4","0.1521","0.0897","1.01","0.0","0.08","0.0","0.3069","110.24","3.56","1.0","175.0","331.6","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_deadeye_rifle|1|class_constellation","sniper","sniper_deadeye_rifle","1.0","class_constellation","Full class constellation (schema 6)","true","sniper_lockshot","projectile","solo","deadeye_weakpoint_cycle","telegraphed durable-target lockshot","durable-target pressure; telegraphed durable-target lockshot","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","14459.78","22065.81","2206.58","76.4","0.1521","0.0897","1.01","0.0","0.08","0.0","0.3069","110.24","3.56","1.0","182.0","331.6","0.68","0.8","0.8","0.0","0.0","false","9260.78","178.13","12150.21","122.54","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_spotter_scope|1|class_constellation","sniper","sniper_spotter_scope","1.0","class_constellation","Full class constellation (schema 6)","true","sniper_kill_zone","projectile","solo","spotter_highest_hp_priority","persistent priority kill-zone and precision beams","durable-target pressure; persistent priority kill-zone and precision beams","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","10142.21","18163.15","1816.32","76.4","0.1521","0.0897","1.01","0.0","0.08","0.0","0.3069","110.24","3.56","1.0","182.0","331.6","0.68","0.8","0.8","0.0","0.0","false","4990.61","96.87","7487.35","70.13","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_shatter_rounds|1|class_constellation","sniper","sniper_shatter_rounds","1.0","class_constellation","Full class constellation (schema 6)","true","sniper_split_round","projectile","crowd","shatter_extra_pierce_falloff","deterministic split trajectories and pierce","compact-pack throughput; deterministic split trajectories and pierce","Compact-pack strength does not imply equal boss pressure.","{}","16251.66","53126.36","5312.64","76.4","0.1521","0.0897","1.01","0.0","0.08","0.0","0.3069","110.24","3.56","1.0","182.0","331.6","0.68","0.8","0.8","0.0","0.0","false","11043.66","212.05","42266.36","389.19","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_deadeye_rifle|1|class_atlas50","sniper","sniper_deadeye_rifle","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","sniper_lockshot","projectile","solo","deadeye_weakpoint_cycle","telegraphed durable-target lockshot","durable-target pressure; telegraphed durable-target lockshot","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","14459.78","22065.81","2206.58","76.4","0.1521","0.0897","1.01","0.0","0.11","0.0","0.3069","110.24","6.64","1.0","242.0","331.6","0.979","1.058","1.352","50.0","1.0","true","9260.78","178.13","12150.21","122.54","0.0","0.0","3.08","86.52","pickup_radius +60.00; ttd_seconds +3.08; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_spotter_scope|1|class_atlas50","sniper","sniper_spotter_scope","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","sniper_kill_zone","projectile","solo","spotter_highest_hp_priority","persistent priority kill-zone and precision beams","durable-target pressure; persistent priority kill-zone and precision beams","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","10142.21","18163.15","1816.32","76.4","0.1521","0.0897","1.01","0.0","0.11","0.0","0.3069","110.24","6.64","1.0","242.0","331.6","0.979","1.058","1.352","50.0","1.0","true","4990.61","96.87","7487.35","70.13","0.0","0.0","3.08","86.52","pickup_radius +60.00; ttd_seconds +3.08; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_shatter_rounds|1|class_atlas50","sniper","sniper_shatter_rounds","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","sniper_split_round","projectile","crowd","shatter_extra_pierce_falloff","deterministic split trajectories and pierce","compact-pack throughput; deterministic split trajectories and pierce","Compact-pack strength does not imply equal boss pressure.","{}","16251.66","53126.36","5312.64","76.4","0.1521","0.0897","1.01","0.0","0.11","0.0","0.3069","110.24","6.64","1.0","242.0","331.6","0.979","1.058","1.352","50.0","1.0","true","11043.66","212.05","42266.36","389.19","0.0","0.0","3.08","86.52","pickup_radius +60.00; ttd_seconds +3.08; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_deadeye_rifle|1|class_atlas59_upper","sniper","sniper_deadeye_rifle","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","sniper_lockshot","projectile","solo","deadeye_weakpoint_cycle","telegraphed durable-target lockshot","durable-target pressure; telegraphed durable-target lockshot","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","14459.78","22065.81","2206.58","76.4","0.1521","0.0897","1.01","0.0","0.11","0.0","0.3069","110.24","6.64","1.0","242.0","331.6","0.979","1.058","1.352","150.0","1.0","true","9260.78","178.13","12150.21","122.54","0.0","0.0","3.08","86.52","pickup_radius +60.00; ttd_seconds +3.08; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_spotter_scope|1|class_atlas59_upper","sniper","sniper_spotter_scope","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","sniper_kill_zone","projectile","solo","spotter_highest_hp_priority","persistent priority kill-zone and precision beams","durable-target pressure; persistent priority kill-zone and precision beams","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{}","10142.21","18163.15","1816.32","76.4","0.1521","0.0897","1.01","0.0","0.11","0.0","0.3069","110.24","6.64","1.0","242.0","331.6","0.979","1.058","1.352","150.0","1.0","true","4990.61","96.87","7487.35","70.13","0.0","0.0","3.08","86.52","pickup_radius +60.00; ttd_seconds +3.08; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_shatter_rounds|1|class_atlas59_upper","sniper","sniper_shatter_rounds","1.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","sniper_split_round","projectile","crowd","shatter_extra_pierce_falloff","deterministic split trajectories and pierce","compact-pack throughput; deterministic split trajectories and pierce","Compact-pack strength does not imply equal boss pressure.","{}","16251.66","53126.36","5312.64","76.4","0.1521","0.0897","1.01","0.0","0.11","0.0","0.3069","110.24","6.64","1.0","242.0","331.6","0.979","1.058","1.352","150.0","1.0","true","11043.66","212.05","42266.36","389.19","0.0","0.0","3.08","86.52","pickup_radius +60.00; ttd_seconds +3.08; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_deadeye_rifle|20|no_meta","sniper","sniper_deadeye_rifle","20.0","no_meta","No meta control","true","sniper_lockshot","projectile","solo","deadeye_weakpoint_cycle","telegraphed durable-target lockshot","durable-target pressure; telegraphed durable-target lockshot","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":8.0,""strength"":11.0}","29565.0","56384.4","5638.44","76.4","0.1521","0.1491","1.01","0.0","0.08","0.0","0.3522","117.94","3.81","1.0","175.0","381.2","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_spotter_scope|20|no_meta","sniper","sniper_spotter_scope","20.0","no_meta","No meta control","true","sniper_kill_zone","projectile","solo","spotter_highest_hp_priority","persistent priority kill-zone and precision beams","durable-target pressure; persistent priority kill-zone and precision beams","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":8.0,""strength"":11.0}","29090.4","60285.6","6028.56","76.4","0.1521","0.1491","1.01","0.0","0.08","0.0","0.3522","117.94","3.81","1.0","175.0","381.2","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_shatter_rounds|20|no_meta","sniper","sniper_shatter_rounds","20.0","no_meta","No meta control","true","sniper_split_round","projectile","crowd","shatter_extra_pierce_falloff","deterministic split trajectories and pierce","compact-pack throughput; deterministic split trajectories and pierce","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","16954.8","35356.2","3535.62","76.4","0.1521","0.1491","1.01","0.0","0.08","0.0","0.3522","117.94","3.81","1.0","175.0","381.2","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_deadeye_rifle|20|class_constellation","sniper","sniper_deadeye_rifle","20.0","class_constellation","Full class constellation (schema 6)","true","sniper_lockshot","projectile","solo","deadeye_weakpoint_cycle","telegraphed durable-target lockshot","durable-target pressure; telegraphed durable-target lockshot","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":8.0,""strength"":11.0}","61462.07","93795.13","9379.51","76.4","0.1521","0.1491","1.01","0.0","0.08","0.0","0.3522","117.94","3.81","1.0","182.0","381.2","0.68","0.8","0.8","0.0","0.0","false","31897.07","107.89","37410.73","66.35","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","14043531.4","436418003.98"
"sniper|sniper_spotter_scope|20|class_constellation","sniper","sniper_spotter_scope","20.0","class_constellation","Full class constellation (schema 6)","true","sniper_kill_zone","projectile","solo","spotter_highest_hp_priority","persistent priority kill-zone and precision beams","durable-target pressure; persistent priority kill-zone and precision beams","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":8.0,""strength"":11.0}","49795.48","89184.85","8918.48","76.4","0.1521","0.1491","1.01","0.0","0.08","0.0","0.3522","117.94","3.81","1.0","182.0","381.2","0.68","0.8","0.8","0.0","0.0","false","20705.08","71.17","28899.25","47.94","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","446892.25","726379579.04"
"sniper|sniper_shatter_rounds|20|class_constellation","sniper","sniper_shatter_rounds","20.0","class_constellation","Full class constellation (schema 6)","true","sniper_split_round","projectile","crowd","shatter_extra_pierce_falloff","deterministic split trajectories and pierce","compact-pack throughput; deterministic split trajectories and pierce","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","31756.34","103809.34","10380.93","76.4","0.1521","0.1491","1.01","0.0","0.08","0.0","0.3522","117.94","3.81","1.0","182.0","381.2","0.68","0.8","0.8","0.0","0.0","false","14801.54","87.3","68453.14","193.61","0.0","0.0","0.0","0.0","n/a","deterministic_formula_plus_live_scene_probe","3.0","208237.07","771323.06"
"sniper|sniper_deadeye_rifle|20|class_atlas50","sniper","sniper_deadeye_rifle","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","sniper_lockshot","projectile","solo","deadeye_weakpoint_cycle","telegraphed durable-target lockshot","durable-target pressure; telegraphed durable-target lockshot","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":8.0,""strength"":11.0}","61462.07","93795.13","9379.51","76.4","0.1521","0.1491","1.01","0.0","0.11","0.0","0.3522","117.94","6.96","1.0","242.0","381.2","0.979","1.058","1.352","50.0","1.0","true","31897.07","107.89","37410.73","66.35","0.0","0.0","3.15","82.68","pickup_radius +60.00; ttd_seconds +3.15; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_spotter_scope|20|class_atlas50","sniper","sniper_spotter_scope","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","sniper_kill_zone","projectile","solo","spotter_highest_hp_priority","persistent priority kill-zone and precision beams","durable-target pressure; persistent priority kill-zone and precision beams","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":8.0,""strength"":11.0}","49795.48","89184.85","8918.48","76.4","0.1521","0.1491","1.01","0.0","0.11","0.0","0.3522","117.94","6.96","1.0","242.0","381.2","0.979","1.058","1.352","50.0","1.0","true","20705.08","71.17","28899.25","47.94","0.0","0.0","3.15","82.68","pickup_radius +60.00; ttd_seconds +3.15; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_shatter_rounds|20|class_atlas50","sniper","sniper_shatter_rounds","20.0","class_atlas50","Full class + legal Guild Atlas 50","true","sniper_split_round","projectile","crowd","shatter_extra_pierce_falloff","deterministic split trajectories and pierce","compact-pack throughput; deterministic split trajectories and pierce","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","31756.34","103809.34","10380.93","76.4","0.1521","0.1491","1.01","0.0","0.11","0.0","0.3522","117.94","6.96","1.0","242.0","381.2","0.979","1.058","1.352","50.0","1.0","true","14801.54","87.3","68453.14","193.61","0.0","0.0","3.15","82.68","pickup_radius +60.00; ttd_seconds +3.15; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_deadeye_rifle|20|class_atlas59_upper","sniper","sniper_deadeye_rifle","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","sniper_lockshot","projectile","solo","deadeye_weakpoint_cycle","telegraphed durable-target lockshot","durable-target pressure; telegraphed durable-target lockshot","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":8.0,""strength"":11.0}","61462.07","93795.13","9379.51","76.4","0.1521","0.1491","1.01","0.0","0.11","0.0","0.3522","117.94","6.96","1.0","242.0","381.2","0.979","1.058","1.352","150.0","1.0","true","31897.07","107.89","37410.73","66.35","0.0","0.0","3.15","82.68","pickup_radius +60.00; ttd_seconds +3.15; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_spotter_scope|20|class_atlas59_upper","sniper","sniper_spotter_scope","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","sniper_kill_zone","projectile","solo","spotter_highest_hp_priority","persistent priority kill-zone and precision beams","durable-target pressure; persistent priority kill-zone and precision beams","Lower role budget for dense packs; kill-gated value is absent on immortal dummies.","{""agility"":8.0,""strength"":11.0}","49795.48","89184.85","8918.48","76.4","0.1521","0.1491","1.01","0.0","0.11","0.0","0.3522","117.94","6.96","1.0","242.0","381.2","0.979","1.058","1.352","150.0","1.0","true","20705.08","71.17","28899.25","47.94","0.0","0.0","3.15","82.68","pickup_radius +60.00; ttd_seconds +3.15; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"sniper|sniper_shatter_rounds|20|class_atlas59_upper","sniper","sniper_shatter_rounds","20.0","class_atlas59_upper","NON-PLAYABLE: cap 50","false","sniper_split_round","projectile","crowd","shatter_extra_pierce_falloff","deterministic split trajectories and pierce","compact-pack throughput; deterministic split trajectories and pierce","Compact-pack strength does not imply equal boss pressure.","{""agility"":8.0,""strength"":11.0}","31756.34","103809.34","10380.93","76.4","0.1521","0.1491","1.01","0.0","0.11","0.0","0.3522","117.94","6.96","1.0","242.0","381.2","0.979","1.058","1.352","150.0","1.0","true","14801.54","87.3","68453.14","193.61","0.0","0.0","3.15","82.68","pickup_radius +60.00; ttd_seconds +3.15; healing_multiplier +0.30; start_gold +150.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_reliquary|1|no_meta","priest","priest_reliquary","1.0","no_meta","No meta control","true","priest_sanctify","aoe","defense","reliquary_mark_expiry_burst","sanctify mark with damage and heal payoff","control/defensive utility; sanctify mark with damage and heal payoff","Conditional control/guard value is not converted into permanent shield HP.","{}","3101.4","9233.4","923.34","56.4","0.1213","0.0561","0.73","0.0","0.13","0.0","0.2311","73.35","2.37","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_censer|1|no_meta","priest","priest_censer","1.0","no_meta","No meta control","true","priest_ward","aoe","defense","censer_absorb_retaliation","close protective ward pulses","control/defensive utility; close protective ward pulses","Conditional control/guard value is not converted into permanent shield HP.","{}","3081.6","9163.2","916.32","56.4","0.1386","0.0561","0.73","0.0","0.13","0.0","0.2462","74.82","2.42","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_chime|1|no_meta","priest","priest_chime","1.0","no_meta","No meta control","true","priest_dual_toll","aoe","crowd","chime_owner_return_shield","enemy chain that returns sustain to the owner","compact-pack throughput; enemy chain that returns sustain to the owner","Compact-pack strength does not imply equal boss pressure.","{}","3078.0","9205.2","920.52","56.4","0.1213","0.0561","0.73","0.0","0.13","0.0","0.2311","73.35","2.37","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_reliquary|1|class_constellation","priest","priest_reliquary","1.0","class_constellation","Full class constellation (schema 6)","true","priest_sanctify","aoe","defense","reliquary_mark_expiry_burst","sanctify mark with damage and heal payoff","control/defensive utility; sanctify mark with damage and heal payoff","Conditional control/guard value is not converted into permanent shield HP.","{}","5497.54","18331.99","1833.2","56.4","0.1213","0.0561","0.73","0.0","0.14","0.0","0.2311","73.35","2.37","1.2","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","2396.14","77.26","9098.59","98.54","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_censer|1|class_constellation","priest","priest_censer","1.0","class_constellation","Full class constellation (schema 6)","true","priest_ward","aoe","defense","censer_absorb_retaliation","close protective ward pulses","control/defensive utility; close protective ward pulses","Conditional control/guard value is not converted into permanent shield HP.","{}","5586.94","18606.79","1860.68","56.4","0.1386","0.0561","0.73","0.0","0.14","0.0","0.2462","74.82","2.42","1.2","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","2505.34","81.3","9443.59","103.06","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_chime|1|class_constellation","priest","priest_chime","1.0","class_constellation","Full class constellation (schema 6)","true","priest_dual_toll","aoe","crowd","chime_owner_return_shield","enemy chain that returns sustain to the owner","compact-pack throughput; enemy chain that returns sustain to the owner","Compact-pack strength does not imply equal boss pressure.","{}","5140.57","24100.13","2410.01","56.4","0.1213","0.0561","0.73","18.0","0.14","0.0","0.2311","73.35","2.37","1.0","147.0","306.8","0.68","0.8","0.8","0.0","0.0","false","2062.57","67.01","14894.93","161.81","0.0","0.0","0.0","0.0","n/a","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_reliquary|1|class_atlas50","priest","priest_reliquary","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","priest_sanctify","aoe","defense","reliquary_mark_expiry_burst","sanctify mark with damage and heal payoff","control/defensive utility; sanctify mark with damage and heal payoff","Conditional control/guard value is not converted into permanent shield HP.","{}","5497.54","18331.99","1833.2","56.4","0.1213","0.0561","0.73","0.0","0.2","0.0","0.2311","73.35","5.09","1.2","207.0","306.8","0.979","1.058","1.352","50.0","1.0","true","2396.14","77.26","9098.59","98.54","0.0","0.0","2.72","114.77","pickup_radius +60.00; ttd_seconds +2.72; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_censer|1|class_atlas50","priest","priest_censer","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","priest_ward","aoe","defense","censer_absorb_retaliation","close protective ward pulses","control/defensive utility; close protective ward pulses","Conditional control/guard value is not converted into permanent shield HP.","{}","5586.94","18606.79","1860.68","56.4","0.1386","0.0561","0.73","0.0","0.2","0.0","0.2462","74.82","5.16","1.2","207.0","306.8","0.979","1.058","1.352","50.0","1.0","true","2505.34","81.3","9443.59","103.06","0.0","0.0","2.74","113.22","pickup_radius +60.00; ttd_seconds +2.74; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
"priest|priest_chime|1|class_atlas50","priest","priest_chime","1.0","class_atlas50","Full class + legal Guild Atlas 50","true","priest_dual_toll","aoe","crowd","chime_owner_return_shield","enemy chain that returns sustain to the owner","compact-pack throughput; enemy chain that returns sustain to the owner","Compact-pack strength does not imply equal boss pressure.","{}","5140.57","24100.13","2410.01","56.4","0.1213","0.0561","0.73","18.0","0.2","0.0","0.2311","73.35","5.09","1.0","207.0","306.8","0.979","1.058","1.352","50.0","1.0","true","2062.57","67.01","14894.93","161.81","0.0","0.0","2.72","114.77","pickup_radius +60.00; ttd_seconds +2.72; healing_multiplier +0.30; start_gold +50.00; ult_start_charge +1.00; death_save +1","deterministic_formula_expected_value","1.0","0.0","0.0"
